id,layer,source_path,line,english,proposed_ja,status,reviewer,notes
768,frontend,app/frontend/src/pages/Plugins.tsx,123,Included Skills,,approved,PR-2.5,
769,frontend,app/frontend/src/pages/Plugins.tsx,133,Remove,,approved,PR-2.5,
770,frontend,app/frontend/src/pages/Plugins.tsx,133,{ removePlugin(selectedPlugin); }}>Remove,,approved,PR-2.5,
771,frontend,app/frontend/src/pages/Environments.tsx,56,Environments,,approved,PR-2.7,
772,frontend,app/frontend/src/pages/Environments.tsx,61,Refresh,,approved,PR-2.7,
773,frontend,app/frontend/src/pages/Environments.tsx,68,No deployments registered. Deployments are automatically tracked when you provision infrastructure.,,approved,PR-2.7,
774,frontend,app/frontend/src/pages/Environments.tsx,76,Deploy ID,,approved,PR-2.7,
775,frontend,app/frontend/src/pages/Environments.tsx,78,Kind,,approved,PR-2.7,
776,frontend,app/frontend/src/pages/Environments.tsx,79,Status,,approved,PR-2.7,
777,frontend,app/frontend/src/pages/Environments.tsx,80,Resources,,approved,PR-2.7,
778,frontend,app/frontend/src/pages/Environments.tsx,81,Updated,,approved,PR-2.7,
779,frontend,app/frontend/src/pages/Environments.tsx,104,Destroy,,approved,PR-2.7,
780,frontend,app/frontend/src/pages/Environments.tsx,107,Tag:,,approved,PR-2.7,
781,frontend,app/frontend/src/pages/Environments.tsx,108,Kind:,,approved,PR-2.7,
782,frontend,app/frontend/src/pages/Environments.tsx,109,Status:,,approved,PR-2.7,
783,frontend,app/frontend/src/pages/Environments.tsx,110,Created:,,approved,PR-2.7,
784,frontend,app/frontend/src/pages/Environments.tsx,111,RGs:,,approved,PR-2.7,
785,frontend,app/frontend/src/pages/Environments.tsx,115,Resources,,approved,PR-2.7,
786,frontend,app/frontend/src/pages/Environments.tsx,118,Type,,approved,PR-2.7,
787,frontend,app/frontend/src/pages/Environments.tsx,118,Name,,approved,PR-2.7,
788,frontend,app/frontend/src/pages/Environments.tsx,118,Purpose,,approved,PR-2.7,
789,frontend,app/frontend/src/pages/Environments.tsx,138,Audit Results,,approved,PR-2.7,
790,frontend,app/frontend/src/pages/Environments.tsx,140,Tracked Resources:,,approved,PR-2.7,
791,frontend,app/frontend/src/pages/Environments.tsx,141,Orphaned Resources:,,approved,PR-2.7,
792,frontend,app/frontend/src/pages/Environments.tsx,142,Orphaned RGs:,,approved,PR-2.7,
793,frontend,app/frontend/src/pages/Environments.tsx,145,No orphaned resources found.,,approved,PR-2.7,
794,frontend,app/frontend/src/pages/Environments.tsx,149,Orphaned Resource Groups,,approved,PR-2.7,
795,backend,app/runtime/agent/agent.py,218,Agent not started,エージェントが起動していません,approved,PR-3.3,"PR-3.3: RuntimeError, agent core lifecycle"
796,backend,app/runtime/agent/agent.py,242,Agent not started,エージェントが起動していません,approved,PR-3.3,"PR-3.3: RuntimeError, agent core lifecycle (same as #795)"
797,backend,app/runtime/agent/agent.py,364,Agent not started,エージェントが起動していません,approved,PR-3.3,"PR-3.3: RuntimeError, agent core lifecycle (same as #795)"
798,backend,app/runtime/scheduler/engine.py,105,Provide either cron or run_at,cron または run_at のいずれかを指定してください,approved,PR-3.3,"PR-3.3: scheduler validation, attr names kept English"
799,backend,app/runtime/realtime/middleware.py,296,No authentication configured for OpenAI Realtime,OpenAI Realtime の認証が設定されていません,approved,PR-3.3,"PR-3.3: realtime auth error, OpenAI Realtime kept English (proper noun)"
800,backend,app/runtime/realtime/routes.py,79,"message"": ""Phone number is required",電話番号は必須です,approved,PR-3.3,"PR-3.3: voice call JSON literal, frontend toast"
801,backend,app/runtime/registries/plugins.py,219,No PLUGIN.json found in zip archive,zip アーカイブに PLUGIN.json が見つかりません,approved,PR-3.3,PR-3.3: plugin import error
802,backend,app/runtime/registries/plugins.py,228,Invalid PLUGIN.json in archive,アーカイブ内の PLUGIN.json が不正です,approved,PR-3.3,PR-3.3: plugin import error
803,backend,app/runtime/messaging/message_processor.py,85,An error occurred while processing your message.,メッセージ処理中にエラーが発生しました。,approved,PR-3.1,PR-3.1: messaging cluster translation (awaiting user flag review)
804,backend,app/runtime/messaging/bot.py,80,You are not authorized to use this bot.,このボットを利用する権限がありません。,approved,PR-3.1,PR-3.1: messaging cluster translation (awaiting user flag review)
805,backend,app/runtime/messaging/commands/agent.py,51,Installing skill '{name}'...,スキル '{name}' をインストールしています...,approved,PR-3.1,PR-3.1: messaging cluster translation (awaiting user flag review)
806,backend,app/runtime/messaging/commands/agent.py,51,{name},,approved,PR-3.1,"PR-3.1: placeholder fragment, no translation needed"
807,backend,app/runtime/messaging/commands/agent.py,53,Skill '{name}' installed.,スキル '{name}' をインストールしました。,approved,PR-3.1,PR-3.1: messaging cluster translation (awaiting user flag review)
808,backend,app/runtime/messaging/commands/agent.py,53,{name},,approved,PR-3.1,"PR-3.1: placeholder fragment, no translation needed"
809,backend,app/runtime/messaging/commands/agent.py,71,Skill '{name}' removed.,スキル '{name}' を削除しました。,approved,PR-3.1,PR-3.1: messaging cluster translation (awaiting user flag review)
810,backend,app/runtime/messaging/commands/agent.py,71,{name},,approved,PR-3.1,"PR-3.1: placeholder fragment, no translation needed"
811,backend,app/runtime/messaging/commands/agent.py,78,No plugins found.,プラグインはありません。,approved,PR-3.1,PR-3.1: messaging cluster translation (awaiting user flag review)
812,backend,app/runtime/messaging/commands/agent.py,92,Usage: /plugin enable <id> or /plugin disable <id>,使い方: /plugin enable <id> または /plugin disable <id>,approved,PR-3.1,PR-3.1: messaging cluster translation (awaiting user flag review)
813,backend,app/runtime/messaging/commands/agent.py,98,Plugin '{plugin_id}' enabled.,プラグイン '{plugin_id}' を有効化しました。,approved,PR-3.1,PR-3.1: messaging cluster translation (awaiting user flag review)
814,backend,app/runtime/messaging/commands/agent.py,98,{plugin_id},,approved,PR-3.1,"PR-3.1: placeholder fragment, no translation needed"
815,backend,app/runtime/messaging/commands/agent.py,101,Plugin '{plugin_id}' disabled.,プラグイン '{plugin_id}' を無効化しました。,approved,PR-3.1,PR-3.1: messaging cluster translation (awaiting user flag review)
816,backend,app/runtime/messaging/commands/agent.py,101,{plugin_id},,approved,PR-3.1,"PR-3.1: placeholder fragment, no translation needed"
817,backend,app/runtime/messaging/commands/agent.py,103,Unknown action '{action}'.,不明なアクション '{action}' です。,approved,PR-3.1,PR-3.1: messaging cluster translation (awaiting user flag review)
818,backend,app/runtime/messaging/commands/agent.py,103,{action},,approved,PR-3.1,"PR-3.1: placeholder fragment, no translation needed"
819,backend,app/runtime/messaging/commands/agent.py,112,No MCP servers configured.,MCP サーバーは未登録です。,approved,PR-3.1,PR-3.1: messaging cluster translation (awaiting user flag review)
820,backend,app/runtime/messaging/commands/agent.py,127,Usage: /mcp add <name> <url>,使い方: /mcp add <name> <url>,approved,PR-3.1,PR-3.1: messaging cluster translation (awaiting user flag review)
821,backend,app/runtime/messaging/commands/agent.py,131,MCP server '{parts[2]}' added. Start a /new session to activate.,MCP サーバー '{parts[2]}' を追加しました。/new で新しいセッションを開始すると有効になります。,approved,PR-3.1,PR-3.1: messaging cluster translation (awaiting user flag review)
822,backend,app/runtime/messaging/commands/agent.py,131,{parts[2]},,approved,PR-3.1,"PR-3.1: placeholder fragment, no translation needed"
823,backend,app/runtime/messaging/commands/agent.py,133,Error: {exc},エラー: {exc},approved,PR-3.1,PR-3.1: messaging cluster translation (awaiting user flag review)
824,backend,app/runtime/messaging/commands/agent.py,136,Usage: /mcp remove <name>,使い方: /mcp remove <name>,approved,PR-3.1,PR-3.1: messaging cluster translation (awaiting user flag review)
825,backend,app/runtime/messaging/commands/agent.py,140,MCP server '{parts[2]}' removed.,MCP サーバー '{parts[2]}' を削除しました。,approved,PR-3.1,PR-3.1: messaging cluster translation (awaiting user flag review)
826,backend,app/runtime/messaging/commands/agent.py,140,{parts[2]},,approved,PR-3.1,"PR-3.1: placeholder fragment, no translation needed"
827,backend,app/runtime/messaging/commands/agent.py,142,Error: {exc},エラー: {exc},approved,PR-3.1,PR-3.1: messaging cluster translation (awaiting user flag review)
828,backend,app/runtime/messaging/commands/agent.py,145,Usage: /mcp {action} <name>,使い方: /mcp {action} <name>,approved,PR-3.1,PR-3.1: messaging cluster translation (awaiting user flag review)
829,backend,app/runtime/messaging/commands/agent.py,148,MCP server '{parts[2]}' {action}d.,MCP サーバー '{parts[2]}' を {action} しました。,approved,PR-3.1,PR-3.1: messaging cluster translation (awaiting user flag review)
830,backend,app/runtime/messaging/commands/agent.py,148,{parts[2]},,approved,PR-3.1,"PR-3.1: placeholder fragment, no translation needed"
831,backend,app/runtime/messaging/commands/agent.py,150,Unknown MCP action '{action}'.,不明な MCP アクション '{action}' です。,approved,PR-3.1,PR-3.1: messaging cluster translation (awaiting user flag review)
832,backend,app/runtime/messaging/commands/agent.py,150,{action},,approved,PR-3.1,"PR-3.1: placeholder fragment, no translation needed"
833,backend,app/runtime/messaging/commands/agent.py,157,No scheduled tasks. Usage: /schedule add <cron> <prompt>,"スケジュール済みタスクはありません。

使い方: /schedule add <cron> <prompt>",approved,PR-3.1,PR-3.1: messaging cluster translation (awaiting user flag review)
834,backend,app/runtime/messaging/commands/agent.py,171,Usage: /schedule add <cron> <prompt> or /schedule remove <id>,使い方: /schedule add <cron> <prompt> または /schedule remove <id>,approved,PR-3.1,PR-3.1: messaging cluster translation (awaiting user flag review)
835,backend,app/runtime/messaging/commands/agent.py,177,Usage: /schedule add <min> <hour> <dom> <month> <dow> <prompt>,使い方: /schedule add <min> <hour> <dom> <month> <dow> <prompt>,approved,PR-3.1,PR-3.1: messaging cluster translation (awaiting user flag review)
836,backend,app/runtime/messaging/commands/agent.py,183,Scheduled task created: ID: {task.id} Cron: {cron} Prompt: {prompt},"スケジュールタスクを作成しました:
  ID: {task.id}
  Cron: {cron}
  プロンプト: {prompt}",approved,PR-3.1,PR-3.1: messaging cluster translation (awaiting user flag review)
837,backend,app/runtime/messaging/commands/agent.py,185,Error: {exc},エラー: {exc},approved,PR-3.1,PR-3.1: messaging cluster translation (awaiting user flag review)
838,backend,app/runtime/messaging/commands/agent.py,188,Usage: /schedule remove <id>,使い方: /schedule remove <id>,approved,PR-3.1,PR-3.1: messaging cluster translation (awaiting user flag review)
839,backend,app/runtime/messaging/commands/agent.py,191,Task '{parts[2]}' removed.,タスク '{parts[2]}' を削除しました。,approved,PR-3.1,PR-3.1: messaging cluster translation (awaiting user flag review)
840,backend,app/runtime/messaging/commands/agent.py,191,{parts[2]},,approved,PR-3.1,"PR-3.1: placeholder fragment, no translation needed"
841,backend,app/runtime/messaging/commands/system.py,96,Usage: /config <KEY> <VALUE>,使い方: /config <KEY> <VALUE>,approved,PR-3.1,PR-3.1: messaging cluster translation (awaiting user flag review)
842,backend,app/runtime/messaging/commands/system.py,101,"Cannot set '{key}'. Allowed keys: {', '.join(sorted(allowed))}","'{key}' は設定できません。設定可能なキー: {', '.join(sorted(allowed))}",approved,PR-3.1,PR-3.1: messaging cluster translation (awaiting user flag review)
843,backend,app/runtime/messaging/commands/system.py,101,{key},,approved,PR-3.1,"PR-3.1: placeholder fragment, no translation needed"
844,backend,app/runtime/messaging/commands/system.py,104,Config updated: {key} = {parts[2]},設定を更新しました: {key} = {parts[2]},approved,PR-3.1,PR-3.1: messaging cluster translation (awaiting user flag review)
845,backend,app/runtime/messaging/commands/system.py,116,Preflight check failed (HTTP {resp.status}).,事前チェックに失敗しました (HTTP {resp.status})。,approved,PR-3.1,PR-3.1: messaging cluster translation (awaiting user flag review)
846,backend,app/runtime/messaging/commands/system.py,120,Cannot reach preflight endpoint: {exc},事前チェックのエンドポイントに接続できません: {exc},approved,PR-3.1,PR-3.1: messaging cluster translation (awaiting user flag review)
847,backend,app/runtime/messaging/commands/system.py,134,Current target number: {cfg.voice_target_number or '(not set)'} Usage: /phone <number>,"現在の発信先番号: {cfg.voice_target_number or '(未設定)'}

使い方: /phone <number>",approved,PR-3.1,PR-3.1: messaging cluster translation (awaiting user flag review)
848,backend,app/runtime/messaging/commands/system.py,134,(not set),(未設定),approved,PR-3.1,PR-3.1: messaging cluster translation (awaiting user flag review)
849,backend,app/runtime/messaging/commands/system.py,138,Phone number must start with + country code.,電話番号は + と国番号で始める必要があります。,approved,PR-3.1,PR-3.1: messaging cluster translation (awaiting user flag review)
850,backend,app/runtime/messaging/commands/system.py,141,Voice target number set to {number}.,音声発信先の番号を {number} に設定しました。,approved,PR-3.1,PR-3.1: messaging cluster translation (awaiting user flag review)
851,backend,app/runtime/messaging/commands/system.py,149,No target number configured. Use /phone <number> first.,発信先番号が未設定です。先に /phone <number> を実行してください。,approved,PR-3.1,PR-3.1: messaging cluster translation (awaiting user flag review)
852,backend,app/runtime/messaging/commands/system.py,158,Calling {target}...,{target} に発信しています...,approved,PR-3.1,PR-3.1: messaging cluster translation (awaiting user flag review)
853,backend,app/runtime/messaging/commands/system.py,160,"Call failed: {data.get('error', f'HTTP {resp.status}')}","発信に失敗しました: {data.get('error', f'HTTP {resp.status}')}",approved,PR-3.1,PR-3.1: messaging cluster translation (awaiting user flag review)
854,backend,app/runtime/messaging/commands/system.py,160,error,,approved,PR-3.1,"PR-3.1: placeholder fragment, no translation needed"
855,backend,app/runtime/messaging/commands/system.py,162,Call failed: {exc},発信に失敗しました: {exc},approved,PR-3.1,PR-3.1: messaging cluster translation (awaiting user flag review)
856,backend,app/runtime/messaging/commands/system.py,169,Lock Down Mode: {state} Usage: /lockdown on | /lockdown off,"ロックダウンモード: {state}

使い方: /lockdown on | /lockdown off",approved,PR-3.1,PR-3.1: messaging cluster translation (awaiting user flag review)
857,backend,app/runtime/messaging/commands/system.py,173,Usage: /lockdown on | /lockdown off,使い方: /lockdown on | /lockdown off,approved,PR-3.1,PR-3.1: messaging cluster translation (awaiting user flag review)
858,backend,app/runtime/messaging/commands/system.py,177,Lock Down Mode is already enabled.,ロックダウンモードはすでに有効です。,approved,PR-3.1,PR-3.1: messaging cluster translation (awaiting user flag review)
859,backend,app/runtime/messaging/commands/system.py,184,Lock Down Mode ENABLED - Azure CLI logged out - Admin panel disabled,"ロックダウンモードを有効化しました

  - Azure CLI からログアウト
  - 管理パネルを無効化",approved,PR-3.1,PR-3.1: messaging cluster translation (awaiting user flag review)
860,backend,app/runtime/messaging/commands/system.py,187,Lock Down Mode is already disabled.,ロックダウンモードはすでに無効です。,approved,PR-3.1,PR-3.1: messaging cluster translation (awaiting user flag review)
861,backend,app/runtime/messaging/commands/system.py,190,Lock Down Mode DISABLED - Admin panel re-enabled,"ロックダウンモードを無効化しました

  - 管理パネルを再有効化",approved,PR-3.1,PR-3.1: messaging cluster translation (awaiting user flag review)
862,backend,app/runtime/messaging/commands/session.py,18,New session started.,新しいセッションを開始しました。,approved,PR-3.1,PR-3.1: messaging cluster translation (awaiting user flag review)
863,backend,app/runtime/messaging/commands/session.py,24,Current model: {cfg.copilot_model} Usage: /model <name>,"現在のモデル: {cfg.copilot_model}

使い方: /model <name>",approved,PR-3.1,PR-3.1: messaging cluster translation (awaiting user flag review)
864,backend,app/runtime/messaging/commands/session.py,32,Model switched: {old_model} -> {new_model} New session started.,"モデルを切り替えました: {old_model} -> {new_model}
新しいセッションを開始しました。",approved,PR-3.1,PR-3.1: messaging cluster translation (awaiting user flag review)
865,backend,app/runtime/messaging/commands/session.py,38,No models available.,利用可能なモデルはありません。,approved,PR-3.1,PR-3.1: messaging cluster translation (awaiting user flag review)
866,backend,app/runtime/messaging/commands/session.py,67,Session store not available.,セッションストアが利用できません。,approved,PR-3.1,PR-3.1: messaging cluster translation (awaiting user flag review)
867,backend,app/runtime/messaging/commands/session.py,71,No recorded sessions.,記録されたセッションはありません。,approved,PR-3.1,PR-3.1: messaging cluster translation (awaiting user flag review)
868,backend,app/runtime/messaging/commands/session.py,87,Session store not available.,セッションストアが利用できません。,approved,PR-3.1,PR-3.1: messaging cluster translation (awaiting user flag review)
869,backend,app/runtime/messaging/commands/session.py,90,All sessions cleared ({count} deleted).,すべてのセッションを削除しました ({count} 件)。,approved,PR-3.1,PR-3.1: messaging cluster translation (awaiting user flag review)
870,backend,app/runtime/messaging/commands/session.py,99,Session store not available.,セッションストアが利用できません。,approved,PR-3.1,PR-3.1: messaging cluster translation (awaiting user flag review)
871,backend,app/runtime/messaging/commands/session.py,102,Session '{parts[2]}' deleted.,セッション '{parts[2]}' を削除しました。,approved,PR-3.1,PR-3.1: messaging cluster translation (awaiting user flag review)
872,backend,app/runtime/messaging/commands/session.py,102,{parts[2]},,approved,PR-3.1,"PR-3.1: placeholder fragment, no translation needed"
873,backend,app/runtime/messaging/commands/session.py,109,Session store not available.,セッションストアが利用できません。,approved,PR-3.1,PR-3.1: messaging cluster translation (awaiting user flag review)
874,backend,app/runtime/messaging/commands/session.py,113,No sessions to switch to. Use /new to start one.,切り替え可能なセッションがありません。/new で新しいセッションを開始してください。,approved,PR-3.1,PR-3.1: messaging cluster translation (awaiting user flag review)
875,backend,app/runtime/messaging/commands/session.py,130,Memory cleared ({cleared} files removed).,メモリーをクリアしました ({cleared} ファイル削除)。,approved,PR-3.1,PR-3.1: messaging cluster translation (awaiting user flag review)
876,backend,app/runtime/state/guardrails/config.py,91,action must be one of: %s,action は次のいずれかを指定してください: %s,approved,PR-3.2,"PR-3.2: validation error, attr name kept English per style-guide §1"
877,backend,app/runtime/state/guardrails/config.py,105,channel must be 'chat' or 'phone',channel は 'chat' または 'phone' を指定してください,approved,PR-3.2,"PR-3.2: validation error, enum values kept English (API contract)"
878,backend,app/runtime/state/guardrails/config.py,130,filter_mode must be 'prompt_shields',filter_mode は 'prompt_shields' を指定してください,approved,PR-3.2,"PR-3.2: validation error, enum values kept English (API contract)"
879,backend,app/runtime/state/guardrails/config.py,135,strategy must be one of: %s,strategy は次のいずれかを指定してください: %s,approved,PR-3.2,"PR-3.2: validation error, attr name kept English per style-guide §1"
880,backend,app/runtime/state/guardrails/config.py,151,strategy must be one of: %s,strategy は次のいずれかを指定してください: %s,approved,PR-3.2,"PR-3.2: validation error, attr name kept English per style-guide §1"
881,backend,app/runtime/state/guardrails/config.py,182,strategy must be one of: %s,strategy は次のいずれかを指定してください: %s,approved,PR-3.2,"PR-3.2: validation error, attr name kept English per style-guide §1"
882,backend,app/runtime/state/guardrails/config.py,234,scope must be 'tool' or 'mcp',scope は 'tool' または 'mcp' を指定してください,approved,PR-3.2,"PR-3.2: validation error, enum values kept English (API contract)"
883,backend,app/runtime/state/guardrails/config.py,236,action must be one of: %s,action は次のいずれかを指定してください: %s,approved,PR-3.2,"PR-3.2: validation error, attr name kept English per style-guide §1"
884,backend,app/runtime/state/guardrails/config.py,238,hitl_channel must be 'chat' or 'phone',hitl_channel は 'chat' または 'phone' を指定してください,approved,PR-3.2,"PR-3.2: validation error, enum values kept English (API contract)"
885,backend,app/runtime/state/guardrails/bulk.py,37,preset must be one of: %s,preset は次のいずれかを指定してください: %s,approved,PR-3.2,"PR-3.2: validation error, attr name kept English per style-guide §1"
886,backend,app/runtime/state/mcp_config.py,113,Server name is required,Server name は必須です,approved,PR-3.2,"PR-3.2: validation error, attr name kept English per style-guide §1"
887,backend,app/runtime/state/mcp_config.py,119,command is required for local servers,local サーバーには command が必須です,approved,PR-3.2,"PR-3.2: validation error, attr name kept English per style-guide §1"
888,backend,app/runtime/state/mcp_config.py,121,url is required for remote (http/sse) servers,remote (http/sse) サーバーには url が必須です,approved,PR-3.2,"PR-3.2: validation error, attr name kept English per style-guide §1"
889,backend,app/runtime/sandbox/executor.py,255,Failed to acquire Azure credentials for Dynamic Sessions,Dynamic Sessions 用の Azure 資格情報の取得に失敗しました,approved,PR-3.3,"PR-3.3: sandbox auth, Dynamic Sessions / Azure kept English (proper noun)"
890,backend,app/runtime/server/routes/_helpers.py,51,Invalid JSON body,JSON 形式の本文が不正です,approved,PR-3.2,PR-3.2: HTTPBadRequest message visible to frontend toast
891,backend,app/runtime/server/routes/_helpers.py,53,JSON body must be an object,JSON の本文はオブジェクトである必要があります,approved,PR-3.2,PR-3.2: HTTPBadRequest message visible to frontend toast
892,backend,app/runtime/server/routes/proactive_routes.py,66,"message"": ""No pending follow-up.",保留中のフォローアップはありません。,approved,PR-3.3,"PR-3.3: proactive cancel_pending JSON literal, frontend toast"
893,tui,app/tui/src/config/constants.ts,71,\u280B,\u280B,approved,PR-4.0,noise: braille spinner frame — no translation needed
894,tui,app/tui/src/config/constants.ts,71,\u2819,\u2819,approved,PR-4.0,noise: braille spinner frame — no translation needed
895,tui,app/tui/src/config/constants.ts,71,\u2839,\u2839,approved,PR-4.0,noise: braille spinner frame — no translation needed
896,tui,app/tui/src/config/constants.ts,71,\u2838,\u2838,approved,PR-4.0,noise: braille spinner frame — no translation needed
897,tui,app/tui/src/config/constants.ts,72,\u283C,\u283C,approved,PR-4.0,noise: braille spinner frame — no translation needed
898,tui,app/tui/src/config/constants.ts,72,\u2834,\u2834,approved,PR-4.0,noise: braille spinner frame — no translation needed
899,tui,app/tui/src/config/constants.ts,72,\u2826,\u2826,approved,PR-4.0,noise: braille spinner frame — no translation needed
900,tui,app/tui/src/config/constants.ts,72,\u2827,\u2827,approved,PR-4.0,noise: braille spinner frame — no translation needed
901,tui,app/tui/src/config/constants.ts,73,\u2807,\u2807,approved,PR-4.0,noise: braille spinner frame — no translation needed
902,tui,app/tui/src/config/constants.ts,73,\u280F,\u280F,approved,PR-4.0,noise: braille spinner frame — no translation needed
903,tui,app/tui/src/config/constants.ts,81,Build,,translated,PR-4.1,PR-4.1 translated in source file (TUI Phase 4)
904,tui,app/tui/src/config/constants.ts,82,Container,,translated,PR-4.1,PR-4.1 translated in source file (TUI Phase 4)
905,tui,app/tui/src/config/constants.ts,83,Server,,translated,PR-4.1,PR-4.1 translated in source file (TUI Phase 4)
906,tui,app/tui/src/config/constants.ts,84,Azure,,translated,PR-4.1,PR-4.1 translated in source file (TUI Phase 4)
907,tui,app/tui/src/config/constants.ts,85,Tunnel,,translated,PR-4.1,PR-4.1 translated in source file (TUI Phase 4)
908,tui,app/tui/src/config/constants.ts,86,Bot,,translated,PR-4.1,PR-4.1 translated in source file (TUI Phase 4)
909,tui,app/tui/src/config/constants.ts,90,Azure,,translated,PR-4.1,PR-4.1 translated in source file (TUI Phase 4)
910,tui,app/tui/src/config/constants.ts,91,Tunnel,,translated,PR-4.1,PR-4.1 translated in source file (TUI Phase 4)
911,tui,app/tui/src/config/constants.ts,92,Bot,,translated,PR-4.1,PR-4.1 translated in source file (TUI Phase 4)
912,tui,app/tui/src/config/constants.ts,111,Start a new session,,translated,PR-4.1,PR-4.1 translated in source file (TUI Phase 4)
913,tui,app/tui/src/config/constants.ts,112,Switch AI model,,translated,PR-4.1,PR-4.1 translated in source file (TUI Phase 4)
914,tui,app/tui/src/config/constants.ts,113,List available models,,translated,PR-4.1,PR-4.1 translated in source file (TUI Phase 4)
915,tui,app/tui/src/config/constants.ts,114,System status,,translated,PR-4.1,PR-4.1 translated in source file (TUI Phase 4)
916,tui,app/tui/src/config/constants.ts,115,Current session info,,translated,PR-4.1,PR-4.1 translated in source file (TUI Phase 4)
917,tui,app/tui/src/config/constants.ts,116,List recent sessions,,translated,PR-4.1,PR-4.1 translated in source file (TUI Phase 4)
918,tui,app/tui/src/config/constants.ts,117,View/set runtime config,,translated,PR-4.1,PR-4.1 translated in source file (TUI Phase 4)
919,tui,app/tui/src/config/constants.ts,118,Clear all memory,,translated,PR-4.1,PR-4.1 translated in source file (TUI Phase 4)
920,tui,app/tui/src/config/constants.ts,119,Show all commands,,translated,PR-4.1,PR-4.1 translated in source file (TUI Phase 4)
921,tui,app/tui/src/config/constants.ts,120,List installed skills,,translated,PR-4.1,PR-4.1 translated in source file (TUI Phase 4)
922,tui,app/tui/src/config/constants.ts,121,Install a skill,,translated,PR-4.1,PR-4.1 translated in source file (TUI Phase 4)
923,tui,app/tui/src/config/constants.ts,122,Remove a skill,,translated,PR-4.1,PR-4.1 translated in source file (TUI Phase 4)
924,tui,app/tui/src/config/constants.ts,123,List plugins,,translated,PR-4.1,PR-4.1 translated in source file (TUI Phase 4)
925,tui,app/tui/src/config/constants.ts,124,Enable/disable a plugin,,translated,PR-4.1,PR-4.1 translated in source file (TUI Phase 4)
926,tui,app/tui/src/config/constants.ts,125,Manage MCP servers,,translated,PR-4.1,PR-4.1 translated in source file (TUI Phase 4)
927,tui,app/tui/src/config/constants.ts,126,List scheduled tasks,,translated,PR-4.1,PR-4.1 translated in source file (TUI Phase 4)
928,tui,app/tui/src/config/constants.ts,127,Create/remove tasks,,translated,PR-4.1,PR-4.1 translated in source file (TUI Phase 4)
929,tui,app/tui/src/config/constants.ts,128,Agent profile,,translated,PR-4.1,PR-4.1 translated in source file (TUI Phase 4)
930,tui,app/tui/src/config/constants.ts,129,Channel config,,translated,PR-4.1,PR-4.1 translated in source file (TUI Phase 4)
931,tui,app/tui/src/config/constants.ts,130,Run security checks,,translated,PR-4.1,PR-4.1 translated in source file (TUI Phase 4)
932,tui,app/tui/src/config/constants.ts,131,Set voice target number,,translated,PR-4.1,PR-4.1 translated in source file (TUI Phase 4)
933,tui,app/tui/src/config/constants.ts,132,Call configured number,,translated,PR-4.1,PR-4.1 translated in source file (TUI Phase 4)
934,tui,app/tui/src/config/constants.ts,133,Switch to a recent session,,translated,PR-4.1,PR-4.1 translated in source file (TUI Phase 4)
935,tui,app/tui/src/config/constants.ts,134,Shut down and exit,,translated,PR-4.1,PR-4.1 translated in source file (TUI Phase 4)
936,tui,app/tui/src/config/constants.ts,135,Shut down and exit,,translated,PR-4.1,PR-4.1 translated in source file (TUI Phase 4)
937,tui,app/tui/src/headless/aca_setup.ts,55,[${ts}] ${msg},,translated,PR-4.3,
938,tui,app/tui/src/headless/aca_setup.ts,59,FATAL: ${msg},,translated,PR-4.3,
939,tui,app/tui/src/headless/aca_setup.ts,68,Content-Type,,translated,PR-4.3,
940,tui,app/tui/src/headless/aca_setup.ts,69,Authorization,,translated,PR-4.3,
941,tui,app/tui/src/headless/aca_setup.ts,69,Bearer ${secret},,translated,PR-4.3,
942,tui,app/tui/src/headless/aca_setup.ts,90,Building Docker image (compose) ...,,translated,PR-4.3,
943,tui,app/tui/src/headless/aca_setup.ts,96,Docker compose build failed,,translated,PR-4.3,
944,tui,app/tui/src/headless/aca_setup.ts,102,Docker build (linux/amd64) failed,,translated,PR-4.3,
945,tui,app/tui/src/headless/aca_setup.ts,106,Stopping any existing stack ...,,translated,PR-4.3,
946,tui,app/tui/src/headless/aca_setup.ts,113,Starting admin container only ...,,translated,PR-4.3,
947,tui,app/tui/src/headless/aca_setup.ts,118,docker compose up admin failed (exit ${exitCode}): ${stderr},,translated,PR-4.3,
948,tui,app/tui/src/headless/aca_setup.ts,120,Waiting for admin health ...,,translated,PR-4.3,
949,tui,app/tui/src/headless/aca_setup.ts,122,Admin did not become healthy within 120s,,translated,PR-4.3,
950,tui,app/tui/src/headless/aca_setup.ts,123,Admin is healthy,,translated,PR-4.3,
951,tui,app/tui/src/headless/aca_setup.ts,127,Checking Azure CLI status ...,,translated,PR-4.3,
952,tui,app/tui/src/headless/aca_setup.ts,139,} (${data.subscription ||,,translated,PR-4.3,
953,tui,app/tui/src/headless/aca_setup.ts,139,"Azure logged in: ${data.user || ""?""} (${data.subscription || ""?""})",,translated,PR-4.3,
954,tui,app/tui/src/headless/aca_setup.ts,143,Azure needs subscription selection,,translated,PR-4.3,
955,tui,app/tui/src/headless/aca_setup.ts,150,} (${d2.subscription ||,,translated,PR-4.3,
956,tui,app/tui/src/headless/aca_setup.ts,150,"Azure logged in: ${d2.user || ""?""} (${d2.subscription || ""?""})",,translated,PR-4.3,
957,tui,app/tui/src/headless/aca_setup.ts,157,Azure check attempt failed: ${msg} -- retrying ...,,translated,PR-4.3,
